Product_id,SupplierID,Category,SubCategory,Brand,Product_Name,SellingPrice,CostPrice,Profit,LaunchDate,IsActive
P00880,SUP0053,Fashion,Footwear,Nike,Nike Footwear Max,11685,5136.54,6548.46,2021-08-28,Yes
P00881,SUP0030,Electronics,Smartphones,OnePlus,OnePlus Smartphones Elite,140265,113235.85,27029.15,2022-06-03,Yes
P00882,SUP0040,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Max,6223,4013.95,2209.05,2020-02-20,Yes
P00883,SUP0076,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Premium,1063,1001.8,61.2,2018-10-20,Yes
P00884,SUP0040,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Premium,12230,5878.84,6351.16,2020-10-05,Yes
P00885,SUP0065,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Pro,213,184.46,28.54,2024-03-21,Yes
P00886,SUP0014,Grocery,Rice,India Gate,India Gate Rice Standard,809,762.61,46.39,2019-02-09,Yes
P00887,SUP0034,Electronics,Televisions,LG,LG Televisions Elite,114512,92536.75,21975.25,2018-11-12,Yes
P00888,SUP0035,Grocery,Beverages,Fanta,Fanta Beverages Elite,263,240.36,22.64,2024-08-07,Yes
P00889,SUP0057,Fashion,Men's Wear,Levi's,Levi's Men's Wear Plus,8601,5639.21,2961.79,2021-07-22,No
P00890,SUP0026,Electronics,Smartphones,Samsung,Samsung Smartphones Plus,33703,27336.49,6366.51,2023-06-19,Yes
P00891,SUP0009,Electronics,Televisions,TCL,TCL Televisions Plus,123487,108771.85,14715.15,2020-10-03,Yes
P00892,SUP0019,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Plus,509,443.01,65.99,2019-10-17,Yes
P00893,SUP0023,Grocery,Rice,Fortune,Fortune Rice Standard,673,604.38,68.62,2022-05-15,Yes
P00894,SUP0058,Fashion,Footwear,Adidas,Adidas Footwear Plus,11047,5472.8,5574.2,2023-06-03,Yes
P00895,SUP0040,Fashion,Women's Wear,Zara,Zara Women's Wear Standard,12522,6533.31,5988.69,2021-12-05,Yes
P00896,SUP0038,Grocery,Beverages,Fanta,Fanta Beverages Premium,1042,985.53,56.47,2025-04-27,Yes
P00897,SUP0064,Fashion,Women's Wear,H&M,H&M Women's Wear Elite,14286,7579.46,6706.54,2019-08-05,Yes
P00898,SUP0073,Electronics,Smartphones,Motorola,Motorola Smartphones Elite,55710,48974.52,6735.48,2020-12-13,No
P00899,SUP0065,Grocery,Rice,India Gate,India Gate Rice Elite,530,458.93,71.07,2020-02-01,Yes
P00900,SUP0028,Grocery,Beverages,Fanta,Fanta Beverages Premium,996,928.09,67.91,2018-09-19,Yes
P00901,SUP0019,Grocery,Rice,Daawat,Daawat Rice Standard,767,662.56,104.44,2025-01-11,Yes
P00902,SUP0012,Electronics,Televisions,Samsung,Samsung Televisions Max,20074,16570.92,3503.08,2020-04-24,Yes
P00903,SUP0079,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Premium,1869,1732.49,136.51,2026-05-11,Yes
P00904,SUP0045,Fashion,Footwear,Bata,Bata Footwear Standard,6616,3922.43,2693.57,2025-03-30,Yes
P00905,SUP0057,Fashion,Footwear,Puma,Puma Footwear Plus,4903,3194.51,1708.49,2025-07-25,Yes
P00906,SUP0022,Fashion,Footwear,Skechers,Skechers Footwear Premium,312,165.96,146.04,2025-03-09,Yes
P00907,SUP0038,Grocery,Rice,India Gate,India Gate Rice Premium,247,229.7,17.3,2018-12-04,Yes
P00908,SUP0010,Grocery,Beverages,Sprite,Sprite Beverages Pro,1568,1463.22,104.78,2024-12-27,Yes
P00909,SUP0023,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Max,1539,1404.76,134.24,2022-04-22,Yes
P00910,SUP0071,Fashion,Men's Wear,US Polo,US Polo Men's Wear Max,8560,5733.38,2826.62,2025-05-10,Yes
P00911,SUP0017,Electronics,Laptops,HP,HP Laptops Premium,103538,88263.04,15274.96,2021-06-30,Yes
P00912,SUP0069,Fashion,Women's Wear,Zara,Zara Women's Wear Plus,827,406.42,420.58,2022-07-16,Yes
P00913,SUP0028,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Pro,1097,992.28,104.72,2019-06-01,Yes
P00914,SUP0033,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Elite,8501,5854.49,2646.51,2021-02-18,Yes
P00915,SUP0074,Grocery,Beverages,Pepsi,Pepsi Beverages Standard,1997,1855.16,141.84,2020-07-31,Yes
P00916,SUP0053,Fashion,Women's Wear,Biba,Biba Women's Wear Standard,1491,663.49,827.51,2022-08-09,Yes
P00917,SUP0021,Fashion,Footwear,Nike,Nike Footwear Elite,6443,2994.99,3448.01,2020-11-13,Yes
P00918,SUP0008,Electronics,Televisions,Sony,Sony Televisions Pro,33380,28051.09,5328.91,2024-02-17,Yes
P00919,SUP0078,Electronics,Laptops,Lenovo,Lenovo Laptops Premium,141506,121409.63,20096.37,2019-02-19,Yes
P00920,SUP0013,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Elite,1579,1373.88,205.12,2026-01-29,Yes
P00921,SUP0072,Electronics,Smartphones,Google,Google Smartphones Max,122002,101799.21,20202.79,2019-02-16,Yes
P00922,SUP0064,Fashion,Footwear,Adidas,Adidas Footwear Premium,1191,652.1,538.9,2021-12-23,Yes
P00923,SUP0041,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Plus,8085,5615.67,2469.33,2020-05-23,Yes
P00924,SUP0043,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Plus,1031,903.34,127.66,2020-09-18,Yes
P00925,SUP0069,Fashion,Footwear,Bata,Bata Footwear Max,12492,7753.08,4738.92,2023-06-18,Yes
P00926,SUP0032,Electronics,Laptops,Dell,Dell Laptops Premium,106790,93981.1,12808.9,2025-10-06,Yes
P00927,SUP0017,Electronics,Smartphones,OnePlus,OnePlus Smartphones Pro,4902,4379.74,522.26,2021-12-09,Yes
P00928,SUP0070,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Pro,881,772.57,108.43,2022-09-09,Yes
P00929,SUP0046,Grocery,Beverages,Sprite,Sprite Beverages Max,206,188.48,17.52,2022-02-21,Yes
P00930,SUP0018,Fashion,Footwear,Puma,Puma Footwear Standard,1013,635.1,377.9,2026-07-02,Yes
P00931,SUP0022,Fashion,Women's Wear,Zara,Zara Women's Wear Plus,13716,8249.39,5466.61,2025-12-17,Yes
P00932,SUP0078,Electronics,Televisions,LG,LG Televisions Premium,126312,111684.78,14627.22,2021-05-27,Yes
P00933,SUP0075,Fashion,Footwear,Nike,Nike Footwear Plus,6272,2760.98,3511.02,2020-10-23,Yes
P00934,SUP0028,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Elite,454,389.32,64.68,2019-12-05,Yes
P00935,SUP0055,Fashion,Women's Wear,Biba,Biba Women's Wear Pro,7908,4970.14,2937.86,2021-08-21,Yes
P00936,SUP0068,Grocery,Rice,India Gate,India Gate Rice Elite,652,585.63,66.37,2024-11-13,Yes
P00937,SUP0045,Fashion,Women's Wear,W,W Women's Wear Elite,11410,5924.65,5485.35,2025-11-13,Yes
P00938,SUP0014,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Plus,993,849.75,143.25,2023-07-14,Yes
P00939,SUP0039,Fashion,Footwear,Adidas,Adidas Footwear Max,7959,4064.28,3894.72,2023-08-16,Yes
P00940,SUP0058,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Pro,6525,4053.18,2471.82,2021-08-29,Yes
P00941,SUP0002,Fashion,Footwear,Adidas,Adidas Footwear Premium,5322,2929.76,2392.24,2021-10-04,Yes
P00942,SUP0021,Fashion,Men's Wear,US Polo,US Polo Men's Wear Max,8969,5657.03,3311.97,2021-12-12,Yes
P00943,SUP0028,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Elite,64,54.49,9.51,2019-01-20,Yes
P00944,SUP0067,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Plus,13398,7357.59,6040.41,2021-08-25,Yes
P00945,SUP0019,Grocery,Beverages,Fanta,Fanta Beverages Elite,64,55.78,8.22,2023-10-01,Yes
P00946,SUP0063,Grocery,Beverages,Fanta,Fanta Beverages Pro,1295,1172.72,122.28,2023-12-24,Yes
P00947,SUP0071,Fashion,Men's Wear,US Polo,US Polo Men's Wear Pro,5357,2686.72,2670.28,2023-01-08,Yes
P00948,SUP0055,Fashion,Women's Wear,H&M,H&M Women's Wear Max,12476,7178.01,5297.99,2022-04-30,Yes
P00949,SUP0041,Fashion,Footwear,Adidas,Adidas Footwear Max,341,190.45,150.55,2019-08-21,Yes
P00950,SUP0056,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Premium,694,593.84,100.16,2025-07-26,Yes
P00951,SUP0025,Electronics,Smartphones,Samsung,Samsung Smartphones Pro,105586,91220.78,14365.22,2021-03-28,Yes
P00952,SUP0026,Electronics,Smartphones,Motorola,Motorola Smartphones Pro,106427,89859.63,16567.37,2025-09-20,Yes
P00953,SUP0065,Grocery,Rice,Daawat,Daawat Rice Pro,1821,1729.16,91.84,2026-01-07,Yes
P00954,SUP0073,Electronics,Smartphones,Motorola,Motorola Smartphones Standard,15816,12724.63,3091.37,2020-04-30,Yes
P00955,SUP0024,Grocery,Rice,Daawat,Daawat Rice Plus,1508,1396.38,111.62,2022-06-24,Yes
P00956,SUP0052,Grocery,Beverages,Pepsi,Pepsi Beverages Standard,922,795.98,126.02,2025-02-14,Yes
P00957,SUP0001,Electronics,Laptops,Acer,Acer Laptops Max,179596,160367.32,19228.68,2022-03-27,Yes
P00958,SUP0044,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Plus,519,461.44,57.56,2020-01-15,Yes
P00959,SUP0078,Electronics,Laptops,Dell,Dell Laptops Max,129423,110611.41,18811.59,2022-11-03,No
P00960,SUP0030,Electronics,Televisions,Sony,Sony Televisions Max,12942,10885.67,2056.33,2022-11-04,Yes
P00961,SUP0039,Fashion,Men's Wear,US Polo,US Polo Men's Wear Elite,10488,5202.9,5285.1,2020-02-21,Yes
P00962,SUP0067,Fashion,Men's Wear,US Polo,US Polo Men's Wear Max,11393,6276.26,5116.74,2024-10-29,Yes
P00963,SUP0065,Grocery,Beverages,Sprite,Sprite Beverages Max,317,296.52,20.48,2023-04-27,Yes
P00964,SUP0028,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Pro,1810,1669.31,140.69,2021-12-16,Yes
P00965,SUP0031,Grocery,Rice,Daawat,Daawat Rice Premium,977,923.92,53.08,2020-12-06,Yes
P00966,SUP0001,Electronics,Smartphones,Samsung,Samsung Smartphones Max,153865,126345.01,27519.99,2024-11-13,Yes
P00967,SUP0015,Grocery,Beverages,Pepsi,Pepsi Beverages Pro,1099,1043.18,55.82,2021-12-31,Yes
P00968,SUP0007,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Pro,563,484.39,78.61,2022-08-30,Yes
P00969,SUP0050,Electronics,Laptops,HP,HP Laptops Standard,83095,73202.68,9892.32,2023-12-16,Yes
P00970,SUP0071,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Elite,886,487.62,398.38,2021-05-29,Yes
P00971,SUP0040,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Standard,14773,6628.39,8144.61,2026-04-29,Yes
P00972,SUP0021,Fashion,Women's Wear,Biba,Biba Women's Wear Premium,12853,7334.46,5518.54,2024-10-25,Yes
P00973,SUP0033,Fashion,Footwear,Bata,Bata Footwear Max,12006,5904.72,6101.28,2023-10-02,Yes
P00974,SUP0012,Electronics,Televisions,Samsung,Samsung Televisions Plus,183218,147948.33,35269.67,2024-05-29,Yes
P00975,SUP0022,Fashion,Women's Wear,Zara,Zara Women's Wear Plus,12751,7249.86,5501.14,2021-09-23,Yes
P00976,SUP0030,Electronics,Laptops,Asus,Asus Laptops Pro,25896,21182.69,4713.31,2021-11-12,Yes
P00977,SUP0044,Grocery,Rice,Daawat,Daawat Rice Standard,908,830.96,77.04,2025-09-14,No
P00978,SUP0076,Grocery,Rice,Daawat,Daawat Rice Standard,1315,1156.63,158.37,2024-11-08,Yes
P00979,SUP0022,Fashion,Women's Wear,Biba,Biba Women's Wear Plus,9179,6160.03,3018.97,2019-02-02,No
P00980,SUP0054,Fashion,Footwear,Bata,Bata Footwear Pro,4247,2313.17,1933.83,2019-09-27,Yes
P00981,SUP0018,Fashion,Women's Wear,H&M,H&M Women's Wear Standard,11259,5949.85,5309.15,2022-03-21,Yes
P00982,SUP0002,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Premium,8337,3355.59,4981.41,2021-08-09,Yes
P00983,SUP0075,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Plus,13582,7633.93,5948.07,2022-09-26,Yes
P00984,SUP0024,Grocery,Beverages,Sprite,Sprite Beverages Standard,1298,1122.94,175.06,2022-10-12,Yes
P00985,SUP0063,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Premium,92,87.1,4.9,2021-07-30,Yes
P00986,SUP0058,Fashion,Women's Wear,W,W Women's Wear Standard,11608,6907.79,4700.21,2018-11-24,No
P00987,SUP0034,Electronics,Televisions,Sony,Sony Televisions Pro,89838,76625.02,13212.98,2024-05-27,Yes
P00988,SUP0012,Electronics,Smartphones,Motorola,Motorola Smartphones Standard,25793,22096.03,3696.97,2024-12-06,Yes
P00989,SUP0042,Electronics,Televisions,TCL,TCL Televisions Pro,29381,26181.47,3199.53,2022-06-08,Yes
P00990,SUP0067,Fashion,Footwear,Puma,Puma Footwear Plus,8865,3735.12,5129.88,2021-06-24,Yes
P00991,SUP0044,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Elite,1553,1330.06,222.94,2018-12-15,Yes
P00992,SUP0046,Grocery,Rice,Daawat,Daawat Rice Premium,1285,1196.73,88.27,2022-08-20,Yes
P00993,SUP0057,Fashion,Men's Wear,US Polo,US Polo Men's Wear Elite,2960,2044.57,915.43,2024-06-21,Yes
P00994,SUP0077,Electronics,Televisions,Samsung,Samsung Televisions Max,163804,141318.94,22485.06,2023-05-12,Yes
P00995,SUP0017,Electronics,Laptops,Acer,Acer Laptops Max,109354,97134.7,12219.3,2026-06-20,Yes
P00996,SUP0042,Electronics,Smartphones,OnePlus,OnePlus Smartphones Elite,130736,115614.18,15121.82,2020-11-13,Yes
P00997,SUP0073,Electronics,Televisions,TCL,TCL Televisions Premium,120722,97983.2,22738.8,2020-03-19,Yes
P00998,SUP0009,Electronics,Smartphones,Motorola,Motorola Smartphones Max,40648,32699.53,7948.47,2019-11-29,Yes
P00999,SUP0062,Electronics,Televisions,Sony,Sony Televisions Elite,79519,70544.78,8974.22,2023-01-21,Yes
P01000,SUP0073,Electronics,Smartphones,Motorola,Motorola Smartphones Elite,195012,161120.67,33891.33,2022-03-19,Yes
P01001,SUP0062,Electronics,Televisions,Sony,Sony Televisions Premium,184021,154379.8,29641.2,2025-04-23,Yes
P01002,SUP0066,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Pro,8790,4749.1,4040.9,2021-10-05,Yes
P01003,SUP0031,Grocery,Beverages,Fanta,Fanta Beverages Pro,505,462.05,42.95,2024-04-06,Yes
P01004,SUP0010,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Pro,151,133.61,17.39,2020-02-04,Yes
P01005,SUP0022,Fashion,Women's Wear,Zara,Zara Women's Wear Standard,14058,9286.59,4771.41,2020-02-13,Yes
P01006,SUP0021,Fashion,Women's Wear,Zara,Zara Women's Wear Max,12309,8574.31,3734.69,2026-07-09,Yes
P01007,SUP0079,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Max,359,319.16,39.84,2021-03-22,Yes
P01008,SUP0060,Electronics,Smartphones,Motorola,Motorola Smartphones Max,37611,30532.67,7078.33,2026-01-06,Yes
P01009,SUP0076,Grocery,Rice,India Gate,India Gate Rice Plus,133,113.81,19.19,2024-11-15,Yes
P01010,SUP0067,Fashion,Men's Wear,US Polo,US Polo Men's Wear Plus,3453,1862.75,1590.25,2022-05-29,Yes
P01011,SUP0056,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Standard,505,430.33,74.67,2025-01-13,Yes
P01012,SUP0022,Fashion,Women's Wear,Biba,Biba Women's Wear Plus,2189,1398.97,790.03,2021-06-18,No
P01013,SUP0016,Fashion,Footwear,Bata,Bata Footwear Pro,843,444.51,398.49,2024-05-07,Yes
P01014,SUP0077,Electronics,Smartphones,Samsung,Samsung Smartphones Standard,42769,35336.08,7432.92,2026-07-12,Yes
P01015,SUP0063,Grocery,Rice,Fortune,Fortune Rice Standard,1714,1521.83,192.17,2020-06-08,Yes
P01016,SUP0057,Fashion,Women's Wear,W,W Women's Wear Plus,2505,1399.6,1105.4,2024-09-15,Yes
P01017,SUP0030,Electronics,Televisions,TCL,TCL Televisions Plus,15290,13401.06,1888.94,2024-11-28,Yes
P01018,SUP0073,Electronics,Smartphones,Google,Google Smartphones Elite,22227,17865.28,4361.72,2018-09-15,Yes
P01019,SUP0063,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Premium,1966,1698.22,267.78,2019-03-05,Yes
P01020,SUP0066,Fashion,Footwear,Puma,Puma Footwear Max,14832,6994.1,7837.9,2023-03-02,Yes
P01021,SUP0059,Fashion,Women's Wear,W,W Women's Wear Premium,6178,2947.53,3230.47,2024-03-17,Yes
P01022,SUP0025,Electronics,Televisions,Sony,Sony Televisions Plus,14829,11916.55,2912.45,2025-04-25,Yes
P01023,SUP0070,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Premium,72,63.46,8.54,2019-04-14,Yes
P01024,SUP0020,Electronics,Televisions,Samsung,Samsung Televisions Premium,141321,115625.4,25695.6,2022-09-12,Yes
P01025,SUP0041,Fashion,Footwear,Nike,Nike Footwear Plus,8378,3853.86,4524.14,2023-12-01,Yes
P01026,SUP0065,Grocery,Beverages,Pepsi,Pepsi Beverages Premium,22,20.67,1.33,2021-07-03,Yes
P01027,SUP0031,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Premium,801,737.54,63.46,2024-10-08,Yes
P01028,SUP0070,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Elite,1311,1126.11,184.89,2025-10-06,Yes
P01029,SUP0026,Electronics,Televisions,Panasonic,Panasonic Televisions Max,6904,6014.7,889.3,2018-12-06,Yes
P01030,SUP0070,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Elite,1327,1177.67,149.33,2026-04-24,Yes
P01031,SUP0031,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Plus,141,128.43,12.57,2022-02-24,Yes
P01032,SUP0034,Electronics,Smartphones,OnePlus,OnePlus Smartphones Premium,170784,147298.05,23485.95,2022-09-03,Yes
P01033,SUP0008,Electronics,Smartphones,Google,Google Smartphones Max,62133,49980.48,12152.52,2024-12-29,Yes
P01034,SUP0021,Fashion,Women's Wear,W,W Women's Wear Standard,13596,7335.93,6260.07,2024-05-31,Yes
P01035,SUP0023,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Standard,1675,1451.93,223.07,2024-04-26,Yes
P01036,SUP0026,Electronics,Laptops,Asus,Asus Laptops Premium,73465,63773.86,9691.14,2023-05-21,Yes
P01037,SUP0071,Fashion,Footwear,Adidas,Adidas Footwear Elite,1012,456.03,555.97,2024-07-05,Yes
P01038,SUP0027,Electronics,Smartphones,Motorola,Motorola Smartphones Premium,58468,48966.7,9501.3,2026-07-25,Yes
P01039,SUP0071,Fashion,Men's Wear,US Polo,US Polo Men's Wear Max,11611,7067.05,4543.95,2023-09-29,Yes
P01040,SUP0003,Electronics,Laptops,Lenovo,Lenovo Laptops Standard,6228,5580.39,647.61,2021-09-08,Yes
P01041,SUP0072,Electronics,Televisions,Panasonic,Panasonic Televisions Elite,34581,30611.86,3969.14,2021-05-01,Yes
P01042,SUP0027,Electronics,Laptops,Dell,Dell Laptops Plus,71712,62805.11,8906.89,2020-11-26,Yes
P01043,SUP0015,Grocery,Rice,Daawat,Daawat Rice Standard,1467,1262.44,204.56,2025-07-13,Yes
P01044,SUP0027,Electronics,Televisions,LG,LG Televisions Premium,107418,92639.41,14778.59,2026-01-18,Yes
P01045,SUP0041,Fashion,Women's Wear,Biba,Biba Women's Wear Plus,10278,6069.84,4208.16,2020-09-05,Yes
P01046,SUP0040,Fashion,Men's Wear,Van Heusen,Van Heusen Men's Wear Premium,8141,5439.69,2701.31,2020-12-23,Yes
P01047,SUP0022,Fashion,Men's Wear,Levi's,Levi's Men's Wear Standard,5189,3160.78,2028.22,2023-05-29,Yes
P01048,SUP0079,Grocery,Rice,Daawat,Daawat Rice Standard,1701,1543.24,157.76,2024-04-10,Yes
P01049,SUP0036,Grocery,Beverages,Fanta,Fanta Beverages Elite,561,482.25,78.75,2026-07-04,Yes
P01050,SUP0079,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Max,1243,1167.79,75.21,2020-07-27,Yes
P01051,SUP0005,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Plus,12781,7288.9,5492.1,2025-08-01,Yes
P01052,SUP0034,Electronics,Televisions,Sony,Sony Televisions Elite,179339,144729.84,34609.16,2019-10-10,Yes
P01053,SUP0038,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Elite,1446,1255.63,190.37,2025-04-19,Yes
P01054,SUP0057,Fashion,Women's Wear,Zara,Zara Women's Wear Premium,12871,6329.07,6541.93,2020-03-28,Yes
P01055,SUP0009,Electronics,Televisions,Samsung,Samsung Televisions Elite,109627,98282.03,11344.97,2025-06-20,Yes
P01056,SUP0065,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Premium,1244,1063.07,180.93,2023-02-04,Yes
P01057,SUP0011,Grocery,Beverages,Fanta,Fanta Beverages Premium,1605,1473.66,131.34,2024-09-28,Yes
P01058,SUP0032,Electronics,Smartphones,Motorola,Motorola Smartphones Plus,105263,93772.7,11490.3,2023-06-25,Yes
P01059,SUP0030,Electronics,Laptops,Acer,Acer Laptops Elite,19189,17024.17,2164.83,2024-06-28,Yes
P01060,SUP0063,Grocery,Beverages,Fanta,Fanta Beverages Premium,1432,1358.84,73.16,2019-06-19,Yes
P01061,SUP0020,Electronics,Televisions,TCL,TCL Televisions Plus,39707,32994.3,6712.7,2022-11-06,Yes
P01062,SUP0022,Fashion,Women's Wear,H&M,H&M Women's Wear Elite,14973,8417.31,6555.69,2025-08-17,Yes
P01063,SUP0020,Electronics,Laptops,Asus,Asus Laptops Max,37962,32125.38,5836.62,2020-04-16,Yes
P01064,SUP0004,Electronics,Smartphones,Samsung,Samsung Smartphones Premium,12397,10193.06,2203.94,2024-02-27,Yes
P01065,SUP0013,Grocery,Rice,Fortune,Fortune Rice Standard,225,198.85,26.15,2021-12-23,Yes
P01066,SUP0066,Fashion,Women's Wear,Global Desi,Global Desi Women's Wear Elite,405,267.54,137.46,2020-02-08,Yes
P01067,SUP0020,Electronics,Smartphones,Google,Google Smartphones Max,79117,68644.29,10472.71,2024-02-21,Yes
P01068,SUP0018,Fashion,Footwear,Skechers,Skechers Footwear Pro,14350,6801.03,7548.97,2026-07-31,Yes
P01069,SUP0028,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Elite,730,631.01,98.99,2026-02-26,Yes
P01070,SUP0057,Fashion,Women's Wear,Biba,Biba Women's Wear Max,2511,1404.66,1106.34,2018-08-08,Yes
P01071,SUP0060,Electronics,Laptops,Dell,Dell Laptops Premium,34694,28678.75,6015.25,2021-10-03,Yes
P01072,SUP0040,Fashion,Women's Wear,Biba,Biba Women's Wear Max,10132,6313.7,3818.3,2022-08-21,Yes
P01073,SUP0061,Electronics,Laptops,Dell,Dell Laptops Max,32514,28734.43,3779.57,2019-06-10,Yes
P01074,SUP0040,Fashion,Men's Wear,Levi's,Levi's Men's Wear Plus,13212,7615.29,5596.71,2020-08-19,Yes
P01075,SUP0063,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Standard,1687,1513.35,173.65,2021-04-21,Yes
P01076,SUP0058,Fashion,Men's Wear,Louis Philippe,Louis Philippe Men's Wear Elite,598,240.92,357.08,2024-11-12,Yes
P01077,SUP0066,Fashion,Men's Wear,Allen Solly,Allen Solly Men's Wear Standard,8354,4920.31,3433.69,2025-11-09,Yes
P01078,SUP0004,Electronics,Laptops,Dell,Dell Laptops Elite,139972,112999.87,26972.13,2022-04-05,Yes
P01079,SUP0006,Electronics,Smartphones,Apple,Apple Smartphones Premium,93304,79003.67,14300.33,2019-05-07,Yes
P01080,SUP0038,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Pro,605,560.57,44.43,2022-09-22,Yes
P01081,SUP0030,Electronics,Smartphones,OnePlus,OnePlus Smartphones Standard,76672,62174.29,14497.71,2025-01-15,Yes
P01082,SUP0050,Electronics,Laptops,HP,HP Laptops Premium,91761,76563.66,15197.34,2024-04-28,Yes
P01083,SUP0066,Fashion,Women's Wear,Zara,Zara Women's Wear Max,2620,1495.49,1124.51,2023-02-03,Yes
P01084,SUP0014,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Premium,1661,1416.52,244.48,2018-12-07,Yes
P01085,SUP0025,Electronics,Laptops,HP,HP Laptops Elite,119083,97375.96,21707.04,2020-02-21,Yes
P01086,SUP0068,Grocery,Rice,Daawat,Daawat Rice Pro,747,662.8,84.2,2021-11-06,Yes
P01087,SUP0076,Grocery,Rice,India Gate,India Gate Rice Max,486,459.4,26.6,2019-10-31,Yes
P01088,SUP0017,Electronics,Smartphones,Google,Google Smartphones Plus,125664,108426.9,17237.1,2025-02-04,Yes
P01089,SUP0044,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Elite,969,869.33,99.67,2021-06-17,Yes
P01090,SUP0046,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Max,677,633.04,43.96,2024-10-24,Yes
P01091,SUP0014,Grocery,Beverages,Coca-Cola,Coca-Cola Beverages Max,1780,1627.31,152.69,2025-08-19,Yes
P01092,SUP0021,Fashion,Women's Wear,Biba,Biba Women's Wear Plus,7552,4421.63,3130.37,2024-06-03,Yes
P01093,SUP0046,Grocery,Cooking Oil,Saffola,Saffola Cooking Oil Standard,1577,1385.59,191.41,2025-05-05,Yes
P01094,SUP0061,Electronics,Televisions,TCL,TCL Televisions Premium,75287,63961.71,11325.29,2022-02-14,Yes
P01095,SUP0013,Grocery,Rice,Daawat,Daawat Rice Standard,320,290.95,29.05,2024-11-10,Yes
P01096,SUP0021,Fashion,Men's Wear,US Polo,US Polo Men's Wear Pro,11254,5768.97,5485.03,2025-04-11,Yes
P01097,SUP0071,Fashion,Footwear,Puma,Puma Footwear Pro,2812,1480.71,1331.29,2024-04-05,Yes
P01098,SUP0063,Grocery,Cooking Oil,Dhara,Dhara Cooking Oil Max,575,501.88,73.12,2019-11-13,Yes
P01099,SUP0034,Electronics,Laptops,Dell,Dell Laptops Premium,168949,146211.17,22737.83,2024-06-23,Yes
P01100,SUP0001,Electronics,Laptops,HP,HP Laptops Max,2754,2275.19,478.81,2024-05-30,Yes
P01101,SUP0079,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Max,1011,928.42,82.58,2023-06-08,Yes
P01102,SUP0030,Electronics,Laptops,Asus,Asus Laptops Plus,108321,92039.25,16281.75,2023-05-03,Yes
P01103,SUP0043,Grocery,Cooking Oil,Fortune,Fortune Cooking Oil Elite,1496,1418.8,77.2,2019-07-03,Yes
P01104,SUP0012,Electronics,Smartphones,OnePlus,OnePlus Smartphones Plus,135426,115040.54,20385.46,2018-10-25,Yes
P01105,SUP0022,Fashion,Men's Wear,Levi's,Levi's Men's Wear Pro,1500,628.59,871.41,2020-11-29,Yes
